Assignment group,FullDescr,Resolution notes
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW20 J04159 ENDED NOTOK  EventID: 20220514-1652575061-3970942-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I WLWIPW20 J04159 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 20:38:47
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-15T00:37:41Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_impact: 3

PA
Pruthvi Raj B A
Additional comments•2022-05-15 04:03:49
Hello,

Please route this to DPSMAN with SEV2","Issue: CTM3 SYSA-CTM282I WLWIPW20 J04159 ENDED NOTOK RC=0008 !           * 
Resolution: 
Contacted Steve Watson from ATOS Space Management Team to fix the Space B037 issue with mainframe SAS job: WLWIPW20.

Steve's resolution comments:
After further review I determined the job was abending with a B37 space abend on the WORK file specified in SYS2.PROCLIB.SYSA(SAS).
The original allocation for this file was (1000,75). The size of the data being placed in the WORK file caused it to span multiple DASD volumes.
The SMS DATACLAS for TEMP datasets allows them to span a maximum of 6 volumes. The size of the WORK file allocations caused it the dataset to hist 16 extents on six volumes and the job failed because it could not span to a seventh DASD volume."
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW20 J05458 ENDED NOTOK RC **SWIVEL TICKET**

EventID: 20220515-1652602968-4065557-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I WLWIPW20 J05458 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 04:23:54
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-15T08:22:48Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3

KS
Kesavanarayanan S
Work notes•2022-05-15 08:22:36
A ticket needs to be assigned DPSMAN with SEV2.","Issue: CTM3 SYSA-CTM282I WLWIPW20 J04159 ENDED NOTOK RC=0008 !           * 
Resolution: 
Contacted Steve Watson from ATOS Space Management Team to fix the Space B037 issue with mainframe SAS job: WLWIPW20.

Steve's resolution comments:
After further review I determined the job was abending with a B37 space abend on the WORK file specified in SYS2.PROCLIB.SYSA(SAS).
The original allocation for this file was (1000,75). The size of the data being placed in the WORK file caused it to span multiple DASD volumes.
The SMS DATACLAS for TEMP datasets allows them to span a maximum of 6 volumes. The size of the WORK file allocations caused it the dataset to hist 16 extents on six volumes and the job failed because it could not span to a seventh DASD volume."
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW20 J25112 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 20:55:11 EventID: 20220521-1653180909-193352-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I WLWIPW20 J25112 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 20:55:11
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-22T00:55:09Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
incident_urgency: 3
incident_impact: 3

KS
Kesavanarayanan S
Work notes•2022-05-22 04:08:58
A ticket needs to be assigned DPSMAN with sev2.","Problem: SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW20 J25112 ENDED NOTOK RC=0008 !           *      

Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]

Cause description : Insufficient space in file WORK.NEWFILE4.DATA. 
File WORK.NEWFILE4.DATA is damaged. I/O processing did not complete. 

Action taken : Internal workfile in the SAS proc has limited space issue,
Changed proc from SAS to SAS2 which have higher space and restarted job, Job completed fine.

Customer Confirmation : NA"
DPSMAN Global L2,"SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW22 J25834 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 01:13:36 EventID: 20220522-1653196414-228261-SYSA
EventSender: ATF-IOC-1
EventType: PERFORMANCE
EventSenderType: ATF-IOC-1
EventClass: IOCALERT
EventSeverity: 3
Hostname: SYSA
Message: CTM3 SYSA-CTM282I WLWIPW22 J25834 ENDED NOTOK RC=0008 !           *                                     U-IOADMIN .Occurred @ 01:13:36
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013947179
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-22T05:13:34Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
incident_impact: 3
incident_urgency: 3
FunctionalOrganization: SCHNEIDER ELECTRIC

KS
Kesavanarayanan S
Work notes•2022-05-22 04:06:01
A ticket needs to be assigned DPSMAN with sev2.","Problem: SYSA (IOCALERT) CTM3 SYSA-CTM282I WLWIPW22 J25834 ENDED NOTOK RC=0008 !           *   

Cause:: [ Main Cause Type:Scheduling issue;Sub Cause Type: Deadlock ]

Cause description : DB2 ERROR: RESULT OF SQL STATEMENT: SQLCODE: -911

Action taken : Restarted the job after 1hr to deadlock complete, Job Completed fine.

Customer Confirmation : NA"
DPSMAN Global L2,"user had lost update capabilities after the update on his computer, he needs to have “UPD” on his screens so he can actually place orders Tomorrow
VA
Welcome to support@Schneider Chat, please select one of the following to initiate a chat:
VA
Show me everything
Tomorrow
JR
Connect To a Live Agent (IT)
VA
Please chose the topic below
JR
Quote 2 Cash (Q2C)
VA
Please stand by while I connect you to a live agent.
Tomorrow
Raphael Ramirez has entered the chat.
RR
Thank you for contacting support and we will be with you shortly.
Tomorrow
JR
Hi Raphael
Tomorrow
RR
Hi!
Tomorrow
RR
we got disconnected from the chat
Tomorrow
JR
I know. I was going to ask you about the password but I found it in an email
JR
so I'm almost done.
Tomorrow
JR
I was able to login
JR
Now is connecting to the default database
Tomorrow
RR
glad to hear
Tomorrow
RR
anything else?
Tomorrow
JR
I got an errror connecting to the database
JR
in the initial login
Tomorrow
JR
it got stuck at 60%
RR
currently at the office or by remote?
JR
there is no progress in a while
Tomorrow
JR
remote
Tomorrow
RR
please retry to login on Q2C
Tomorrow
JR
I tried again but I got the same error
JR
it happens always when is 60%
Tomorrow
RR
pease close Q2C
RR
please
Tomorrow
JR
same thing
JR
I can give you access
Tomorrow
JR
Looks like a persitent problem
Tomorrow
RR
please click on the link so we can do a remote session https://2929chat.schneider-electric.com/?ak=b10b99851a6d4659694310512ced2e06
RR
https://2929chat.schneider-electric.com/?ak=b10b99851a6d4659694310512ced2e06
Tomorrow
The support session was closed.","Problem:  user had lost update capabilities after the update on his computer, 
he needs to have ""UPD"" on his screens so he can actually place orders

Cause: [ Main Cause Type:Scheduling issue;Sub Cause Type: Delay in Batch job ]

Cause description : The batch delayed due to control-M issues, and Smyrna is not online.

Action taken : Once SMLCP040 batch online job completed, informed user.

Customer Confirmation : Confirmed via Chat"
DPSMES Global L2," es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace **SWIVEL TICKET**

es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace

EventID: ATF-NAPCMFTMDX1-EVENT-62ba6ce6-cf6f-11ec-91b3-42010a09c409-4
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: Filesystem_/var/snasal
EventSeverity: 2
Hostname: es30
Message: Filesystem /var/snasal  use 100% of Diskspace
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938069
SupportGroup: 
TTCategory: Service Desk.Internal.Other
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-05-31T04:34:14Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Steady State: Stateful
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
TicketSummary: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
Sev Event Auto-Close: Auto-Close Stateless Event after Change
","Problem: es30 (Filesystem_/var/snasal) Filesystem /var/snasal  use 100% of Diskspace
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: Server storage issue ]
 
Action: Wait for UXSWS050 to run and free up space.
 
Customer Confirmation: N/A"
DPSMES Global L2," Order Stuck in Scheduling  SESA ID:  SESA15439
Caller’s Name: Darryl Williams
Call back number: 864-886-1850
Email Address: darryl.williams@se.com
Location, remote/hotel/office: remote 


Application Name: Q2C 


What is the issue/problem: Stuck in Scheduling 
When did the issue/problem begin: Today 
Error message (if any): Stuck


Detailed Notes:

- Order # 44312376-018 is stuck in Scheduling 
- He can change the progress point, when he Go out of the job then go back into the job it flips back to scheduling. 
- Order was supposed to ship 4/5 but they can't print the paperwork because of this issue
- He is asking immediate assistance 
- Escalating ticket to DPSCUS Global L2 ","Problem:  Order Stuck in Scheduling 
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Incorrect data ]
 
Action: See work notes for details.
 
Customer Confirmation: Yes"
DPSMES Global L2," Orders  not printing from FAS this morning SESA ID:  SESA39107
Caller's name:  LEON EADES
E-mail address:  reggie.eades@se.com
Primary contact no.: 8648861858
Alternate contact no.:  8649030055
Secondary contact person/s: ERIC LONG - 8648861717

User's site or office location:  Seneca facility
Number of users currently known affected: MULTIPLE Users  (around 92 as per user)

Application name/s affected:  FAS

Is it a database server/application? Application
If it is, what is the database name affected? none
Server's location:  Not Available

What is the exact issue?Orders  not printing from FAS this morning

When did the issue/problem begin? Today
Is there a work around? No
If there is, what is the work around applied? none

Service stopped or partially impacted: Service Stopped
Exact error message:  none

Business impact (How does this issue affect the Schneider business?): They are going to shutdown the production if this would not be resolved as soon as possible.  

Assigning the ticket to DPSMES","Resolved by other team, user confirmed to close. "
DPSMES Global L2," UXSMS050 and UXSWS050 Ended not OK  UXSMS050 and UXSWS050 Ended not OK

RM
Ravikanth S M
Work notes•2022-04-21 16:17:33

Notified to Venkata

Hi SD Team,

Please raise a sev2 ticket to DPSMES group.","Problem:  UXSMS050 and UXSWS050 Ended not OK
 
Cause: [ Main Cause Type:Data;Sub Cause Type: Deadlock ]
Q2C locks in the database were causing this job from run correctly.
 
Action: When Q2C locks were fixed jobs ran fine.
 
Customer Confirmation: N/A"
DPSMES Global L2,"Chat - OFO Tracker - Access Issue What is the issue/problem?
SESA539957 - Aradhya Kochar is requesting DPSMES assistance to checkissues to access to OFO Tracker:
http://mclweb01.m087.us.schneider-electric.com/Realtime%20Instructions/OFO/BasicMenu.aspx

When did the issue/problem begin?

Error message (if any):
"" There is a problem with the resource you are looking for, and it cannot be displayed. ""

When was the last time it worked properly?

Have there been any changes to your PC since the last time it worked properly?

Location, remote/hotel/office: Columbia SC
Call back number: No phone number. (email / MS Teams)
Email Address: aradhya.kochar@se.com

Troubleshooting steps (detailed):

Related case  (case history):

Have you changed your password recently?:

Additional Detail (links, screenshots etc...):

Resolution:","Problem: assistance to checkissues to access to OFO Tracker
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Configuration issue ]
 
Action: Have to involve Alvaro Gonzalez to re-apply permissions on folders and files, also need to add enableEventValidation=""false"" in web.config
 
Customer Confirmation: Yes"
DPSMES Global L2,"Cisnt62.nam.gad.schneider-electric.com (LOG_Sybase_cisscmnt01_Sybase_cisscmnt01) found error in D:\sybase15_5\ASE-15_0\install/CISSCMNT01.log EventID: ATF-NAMUMFTMDX01-EVENT-ad3fe0ee-25a9-11eb-9d6b-005056ab4d4f-8306116
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_Sybase_cisscmnt01_Sybase_cisscmnt01
EventSeverity: 2
Hostname: Cisnt62.nam.gad.schneider-electric.com
Message: found error in D:\sybase15_5\ASE-15_0\install/CISSCMNT01.log
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938597
SupportGroup: 
TTCategory: Database.Sybase.unspecified
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-31T17:24:38Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
EventSteadyState: Stateless
TicketSummary: Cisnt62.nam.gad.schneider-electric.com (LOG_Sybase_cisscmnt01_Sybase_cisscmnt01) found error in D:\sybase15_5\ASE-15_0\install/CISSCMNT01.log
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF


JG
Jose Luis Gonzalez Gomez
Additional comments•2022-03-31 13:42:14

Hello Help desk

Please reassign this ticket to SE, they are performed the purge activity

See email with details

-----------------------------------------------------------------------------------
JG
Jose Luis Gonzalez Gomez

Attachment uploaded•2022-03-31 13:41:57RE_ INC029713418 -Cisnt62_nam_gad_schneider-electric_com (Filesystem_D_) Filesystem D_ use 95% .msg 283.5 KB
",We'll continue monitoring this issue. We are moving to a new AWS server so soon this server will get more free space when many stuff is deleted.
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: ColSC_LWS_Dataretrieval, host_id: cisnt09, message: Ended not OK, Thu Apr 21 08:00:13 EDT 2022, memname: ColSCDataretrieval. EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-5103100
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: ColSC_LWS_Dataretrieval, host_id: cisnt09, message: Ended not OK, Thu Apr 21 08:00:13 EDT 2022, memname: ColSCDataretrieval.exe  order_id: 2ewth severity: V status: Not_Noticed  send_time: 20220421080013 last_user:   last_time: , call_type: I alert_id: 444895  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-04-21T12:02:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
EventSteadyState: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: ColSC_LWS_Dataretrieval, host_id: cisnt09, message: Ended not OK, Thu Apr 21 08:00:13 EDT 2022, memname: ColSCDataretrieval.exe  order_id: 2ewth severity: V status: Not_Noticed  send_time: 20220421080013 last_user:   last_time: , call_type: I alert_id: 444895  data_center: Production
KPIID: dummy1


JM
Jenefer M
Work notes•2022-04-21 08:13:13
Hi SD Team,
Please create a SEV2 incident for DPSMES group.
Job ColSC_LWS_Dataretrieval Ended not OK
Notified to Saran
","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: ColSC_LWS_Dataretrieval, host_id: cisnt09, message: Ended not OK, Thu Apr 21 08:00:13 EDT 2022, memname: ColSCDataretrieval.
 
Cause: [ Main Cause Type:Scheduling issue;Sub Cause Type: Delay in Batch job ]
 
Action: Run from top.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:25 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: ** SWIVEL UPDATE** 

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-3877
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:25 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: 2fzoo severity: V status: Not_Noticed  send_time: 20220613060025 last_user:   last_time: , call_type: I alert_id: 450092  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-13T10:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:25 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: 2fzoo severity: V status: Not_Noticed  send_time: 20220613060025 last_user:   last_time: , call_type: I alert_id: 450092  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF


PA
Pruthvi Raj B A
Additional comments •2022-06-13 07:52:45

Hello Team,

Please route this ticket to DPSMES with sev2 priority.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:25 EDT 2022, memname: FaskbordDumpExtract.exe  order_id:
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Mar 28 06:00:09 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: EventID: ATF-NAMUMFTMDX01-EVENT-854e9cb8-71e1-11eb-82e9-005056ab4d4f-4859094
EventSender: ATF-NAMUMFTMDX01
EventType: PERFORMANCE
EventSenderType: ATF-UMF-NAM1
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Mar 28 06:00:09 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: 2eej3 severity: V status: Not_Noticed  send_time: 20220328060009 last_user:   last_time: , call_type: I alert_id: 442994  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-03-28T10:03:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
EMKR: UMF
EventSteadyState: Stateless
KPIID: dummy1
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK, Mon Mar 28 06:00:09 EDT 2022, memname: FaskbordDumpExtract.exe  order_id: 2eej3 severity: V status: Not_Noticed  send_time: 20220328060009 last_user:   last_time: , call_type: I alert_id: 442994  data_center: Production
","Problem:  job_name: FASKBEXT, host_id: cisnt09, message: Ended not OK
 
Cause: [ Main Cause Type:Infrastructure;Sub Cause Type: FTP service unavailable ]
Job needs to switch to sftp.
 
Action: Will update program to work with sftp protocol.
 
Customer Confirmation: NA"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: GBTDTOFR, host_id: cisnt09, message: Ended not OK EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-27499
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: GBTDTOFR, host_id: cisnt09, message: Ended not OK, Mon Jun 13 00:01:03 EDT 2022, memname: GBTDTOFR.exe  order_id: 2fyqy severity: V status: Not_Noticed  send_time: 20220613000103 last_user:   last_time: , call_type: I alert_id: 450057  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-13T04:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
FunctionalOrganization: SCHNEIDER ELECTRIC
Sev Event Steady State: Stateless
KPIID: dummy1
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: GBTDTOFR, host_id: cisnt09, message: Ended not OK, Mon Jun 13 00:01:03 EDT 2022, memname: GBTDTOFR.exe  order_id: 2fyqy severity: V status: Not_Noticed  send_time: 20220613000103 last_user:   last_time: , call_type: I alert_id: 450057  data_center: Production
Sev Event Auto-Close: Auto-Close Stateless Event after Change
EMKR: UMF

KS
Kesavanarayanan S
Work notes•2022-06-13 01:02:56
A ticket needs to be assigned DPSMES with SEV2.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: GBTDTOFR, host_id: cisnt09, message: Ended not OK
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Product_Download, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:01 EDT 2022, memname: ProductCodeDownload.exe ** SWIVEL UPDATE**

EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-3875
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LW_Product_Download, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:01 EDT 2022, memname: ProductCodeDownload.exe  order_id: 2fzm2 severity: V status: Not_Noticed  send_time: 20220613060001 last_user:   last_time: , call_type: I alert_id: 450090  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-13T10:05:10Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Product_Download, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:01 EDT 2022, memname: ProductCodeDownload.exe  order_id: 2fzm2 severity: V status: Not_Noticed  send_time: 20220613060001 last_user:   last_time: , call_type: I alert_id: 450090  data_center: Production
EMKR: UMF
Sev Event Steady State: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC


PA
Pruthvi Raj B A
Additional comments •2022-06-13 07:53:20

Hello Team,

Please route this ticket to DPSMES with sev2 priority.","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Product_Download, host_id: cisnt09, message: Ended not OK, Mon Jun 13 06:00:01 EDT 2022, memname: ProductCodeDownload.exe
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
DPSMES Global L2,"ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Purge_Archive, host_id: cisnt09, message: Ended not OK, Sun Jun 12 13:00:02 EDT 2022, memname: LWArchPurge.exe  order_id: EventID: ATF-NAPCMFTMDX1-EVENT-ab7d9938-cf6f-11ec-91b3-42010a09c409-16532
EventSender: ATF-NAPCMFTMDX1
EventType: PERFORMANCE
EventSenderType: ATF-NAGIOS
EventClass: LOG_BATCH_JOB_MON
EventSeverity: 1
Hostname: ecs02
Message: job_name: LW_Purge_Archive, host_id: cisnt09, message: Ended not OK, Sun Jun 12 13:00:02 EDT 2022, memname: LWArchPurge.exe  order_id: 2fyrv severity: V status: Not_Noticed  send_time: 20220612130002 last_user:   last_time: , call_type: I alert_id: 450007  data_center: Production
ConfigItemIDType: CIID
ConfigItemID: SNC.G.P01.013938086
SupportGroup: 
TTCategory: Mainframe.JobSchedule.ProdCntl
CorrelationTime: SEV processed event after 5 min  
TimeOccured: 2022-06-12T17:05:11Z
CreatedBy: ATF-EVENTROUTER-1

Additional Attributes:
Sev Event Auto-Close: Auto-Close Stateless Event after Change
TicketSummary: ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Purge_Archive, host_id: cisnt09, message: Ended not OK, Sun Jun 12 13:00:02 EDT 2022, memname: LWArchPurge.exe  order_id: 2fyrv severity: V status: Not_Noticed  send_time: 20220612130002 last_user:   last_time: , call_type: I alert_id: 450007  data_center: Production
EMKR: UMF
Sev Event Steady State: Stateless
KPIID: dummy1
FunctionalOrganization: SCHNEIDER ELECTRIC
JM
Jenefer M
Work notes•2022-06-12 19:10:33
Hi SD Team,
Please create a SEV2 incident for DPSMES group.
Job LW_Purge_Archive Ended not OK
As per David, job restarted from top and it completed fine.
JM
Jenefer M
Field changes•2022-06-12 19:10:33
Assigned to[Empty]wasJenefer M
Assignment GroupZZ.ServiceDesk.NAM.SEwasZZ.Mainframe.WO.ProdCNTRL.SE
Incident StatePending AssignmentwasIn Progress
StatePending AssignmentwasIn Progress
Transfer ReasonReferred on to next group
JM
Jenefer M
Field changes•2022-06-12 18:47:23
Assigned toJenefer M
Incident StateIn ProgresswasNew
StateIn ProgresswasNew
U0
USR.01.029528261
Work notes•2022-06-12 18:26:04
duplicate detected: EVENT0086921769
","Problem: ecs02 (LOG_BATCH_JOB_MON) job_name: LW_Purge_Archive, host_id: cisnt09, message: Ended not OK, Sun Jun 12 13:00:02 EDT 2022, memname: LWArchPurge.exe  order_id:
 
Cause: [ Main Cause Type:Patch/ Release;Sub Cause Type: Installation issue ]
Moving cisnt09 to AWS.
 
Action: Fix Missing permissions, files, firewall rules.
 
Customer Confirmation: N/A"
